1756.060606060606	15.0
1747.9797979797981	15.0
1738.8888888888891	15.0
1728.787878787879	15.0
1720.2020202020203	15.0
1712.1212121212122	15.0
1703.5353535353538	15.0
1694.949494949495	15.0
1685.3535353535353	15.0
1676.2626262626263	15.0
1667.1717171717173	15.0
1658.0808080808083	15.0
1650.0	15.0
1640.909090909091	15.0
1631.818181818182	15.0
1623.7373737373737	15.0
1614.6464646464647	15.0
1606.5656565656568	15.0
1598.4848484848485	15.0
1588.888888888889	15.0
1579.2929292929293	15.0
1570.2020202020203	15.0
1562.6262626262624	15.0
1554.0404040404042	15.0
1544.9494949494951	15.0
1535.8585858585861	15.0
1526.7676767676767	15.0
1517.6767676767677	15.0
1508.5858585858587	15.0
1500.5050505050508	15.0
1491.4141414141413	15.0
1482.3232323232323	15.0
1474.2424242424245	15.0
1465.6565656565658	15.0
1457.0707070707072	15.0
1447.9797979797981	15.0
1439.8989898989898	15.0
1429.7979797979797	15.0
1421.212121212121	15.0
1413.1313131313134	15.0
1403.5353535353538	15.0
1395.4545454545455	15.0
1386.3636363636365	15.0
1377.2727272727275	15.0
1368.1818181818185	15.0
1360.1010101010102	15.0
1352.0202020202023	15.0
1342.9292929292928	15.0
1332.828282828283	15.0
1324.7474747474748	15.0
1315.6565656565658	15.0
1306.0606060606062	15.0
1296.969696969697	15.0
1289.3939393939395	15.0
1280.8080808080808	15.0
1272.2222222222222	15.0
1262.121212121212	15.0
1253.030303030303	15.0
1243.939393939394	15.0
1235.8585858585861	15.0
1227.7777777777778	15.0
1219.1919191919196	15.0
1210.6060606060605	15.0
1200.5050505050506	15.0
1192.4242424242425	15.0
1184.3434343434344	15.0
1174.7474747474746	15.0
1165.1515151515152	15.0
1157.0707070707072	15.0
1148.989898989899	15.0
1138.8888888888891	15.0
1130.8080808080808	15.0
1121.7171717171718	15.0
1113.6363636363635	15.0
1105.5555555555557	15.0
1096.4646464646466	15.0
1086.868686868687	15.0
1077.777777777778	15.0
1069.1919191919192	15.0
1060.1010101010102	15.0
1052.020202020202	15.0
1042.9292929292928	15.0
1032.828282828283	15.0
1025.2525252525254	15.0
1017.1717171717173	15.0
1007.5757575757577	15.0
998.4848484848485	15.0
990.4040404040404	15.0
981.818181818182	15.0
972.2222222222223	15.0
963.1313131313132	15.0
953.030303030303	15.0
944.4444444444445	15.0
936.8686868686868	15.0
928.7878787878788	15.0
919.6969696969697	15.0
910.6060606060607	15.0
900.5050505050506	15.0
892.4242424242425	15.0
885.3535353535353	15.0
875.2525252525254	15.0
866.1616161616162	15.0
859.0909090909092	15.0
851.0101010101012	15.0
841.4141414141415	15.0
830.8080808080808	15.0
822.7272727272727	15.0
815.1515151515152	15.0
805.5555555555557	15.0
796.4646464646464	15.0
788.888888888889	15.0
778.7878787878789	15.0
770.2020202020203	15.0
762.6262626262628	15.0
753.5353535353536	15.0
744.9494949494949	15.0
735.8585858585859	15.0
725.7575757575758	15.0
716.1616161616162	15.0
707.5757575757576	15.0
700.0	15.0
690.4040404040404	15.0
681.3131313131314	15.0
673.2323232323233	15.0
665.1515151515152	15.0
657.5757575757575	15.0
