0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
966.1616161616163	15.0	1007.5757575757576	10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
973.4848484848486	15.0	1014.6464646464647	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
974.915824915825	15.0	1016.1616161616162	9.666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
976.0101010101012	15.0	1017.2979797979798	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
976.4646464646466	15.0	1017.7777777777777	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
976.9360269360271	15.0	1018.2659932659932	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
977.6334776334778	15.0	1018.975468975469	9.571428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
977.9040404040404	15.0	1019.2550505050506	9.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
979.6085858585859	15.0	1020.9595959595961	9.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
979.7348484848485	15.0	1021.0858585858585	9.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
980.3030303030303	15.0	1021.6540404040404	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
980.6186868686868	15.0	1021.969696969697	9.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
980.9343434343434	15.0	1022.2853535353536	9.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
981.1237373737374	15.0	1022.4747474747475	9.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
981.1868686868687	15.0	1022.5378787878788	9.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
981.5656565656566	15.0	1022.9166666666667	9.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
