full_tone_period_a	full_tone_period_b	full_tone_period_c	volumeA	volumeB	volumeC	mask_a	mask_b	mask_c	full_envelope_period	envelope_shape	noise_period
1280	0	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	111	8	0	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	166	124	16	0	15	1|1|0	0|1|0	0|1|0	0	10	0
0	0	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	166	0	0	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	332	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	167	111	15	13	15	0|1|0	0|1|0	0|1|0	0	0	0
1058	334	221	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	77	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	78	0	10	12	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	125	124	8	13	11	0|0|0	0|0|0	0|0|0	0	0	0
0	251	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	250	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	251	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	112	166	16	13	15	1|1|0	0|1|0	0|1|0	0	10	0
0	223	332	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	222	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	223	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	167	111	0	13	11	0|0|0	0|0|0	0|0|0	0	0	0
0	334	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	77	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	78	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
866	125	124	15	10	15	0|1|0	0|1|0	0|1|0	0	0	0
1058	251	249	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	250	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	251	0	10	9	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	112	166	8	10	11	0|0|0	0|0|0	0|0|0	0	0	0
0	223	332	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	222	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	223	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	167	166	16	10	15	1|1|0	0|1|0	0|1|0	0	10	0
0	334	332	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	77	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	78	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	125	124	0	10	11	0|0|0	0|0|0	0|0|0	0	0	0
0	251	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	250	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	251	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
866	443	124	15	15	15	0|1|0	0|1|0	0|1|0	0	0	0
1058	0	249	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	166	8	0	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	332	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	221	111	16	0	15	1|1|0	0|1|0	0|1|0	0	10	0
0	0	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	124	0	0	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	105	166	15	16	15	0|1|0	0|1|0	0|1|0	0	8	0
1058	93	332	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	0	12	0	0	0|1|0	1|1|0	0|1|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	111	8	0	11	0|1|0	0|0|0	0|1|0	0	0	0
0	0	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	124	16	16	15	1|1|0	0|1|0	0|1|0	0	8	0
0	83	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	74	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	66	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	166	0	0	11	1|1|0	0|0|0	0|1|0	0	0	0
0	0	332	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	83	111	15	16	15	0|1|0	0|1|0	0|1|0	0	8	0
1058	74	221	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	66	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	59	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	124	8	0	11	0|1|0	0|0|0	0|1|0	0	0	0
0	0	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	78	124	16	16	15	1|1|0	0|1|0	0|1|0	0	8	0
0	70	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	0	0	1|1|0	1|1|0	0|1|0	0	0	0
0	0	111	0	0	11	1|1|0	0|0|0	0|1|0	0	0	0
0	0	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	0	111	15	16	15	0|1|0	0|1|0	0|1|0	0	8	0
1058	62	221	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	0	12	0	0	0|1|0	1|1|0	0|1|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	124	8	0	11	0|1|0	0|0|0	0|1|0	0	0	0
0	0	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	166	16	16	15	1|1|0	0|1|0	0|1|0	0	8	0
0	55	332	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	49	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	44	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	111	0	0	11	1|1|0	0|0|0	0|1|0	0	0	0
0	0	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	332	124	15	12	15	0|1|0	0|1|0	0|1|0	0	0	0
1058	0	249	14	14	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	0	12	15	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	166	8	14	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	332	0	13	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	166	111	15	0	15	1|0|0	0|1|0	0|1|0	42	10	0
0	0	221	9	14	0	0|0|0	0|0|0	0|0|0	0	0	0
2655	0	0	16	15	0	0|1|0	0|1|0	1|1|0	0	0	0
0	0	124	0	14	11	0|1|0	0|1|0	0|1|0	0	0	0
0	0	249	0	13	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	12	0	0|1|0	0|1|0	1|1|0	0	0	0
866	221	166	15	11	15	0|1|0	0|1|0	0|1|0	0	0	0
1058	0	332	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	279	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	76	111	8	0	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	221	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	279	124	15	0	15	1|0|0	0|1|0	0|1|0	0	10	0
0	0	249	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
2655	76	0	16	0	0	0|1|0	0|1|0	0|1|0	0	0	0
0	221	166	0	0	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	332	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	279	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	167	111	15	13	15	0|0|0	0|0|0	0|0|0	0	0	0
1058	334	221	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	77	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	78	0	10	12	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	125	124	8	13	11	0|0|0	0|0|0	0|0|0	0	0	0
0	251	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	250	0	0	0	0	0|1|0	0|1|0	1|1|0	0	0	0
0	251	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	112	166	15	13	15	1|0|0	0|1|0	0|1|0	0	10	0
0	223	332	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
2655	222	0	16	0	0	0|1|0	0|1|0	1|1|0	0	0	0
0	223	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	167	111	0	13	11	0|1|0	0|1|0	0|1|0	0	0	0
0	334	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	77	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	78	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
866	125	124	15	10	15	0|0|0	0|0|0	0|0|0	0	0	0
1058	251	249	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	250	0	12	0	0	0|1|0	0|1|0	1|1|0	0	0	0
226	251	0	10	9	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	112	166	8	10	11	0|1|0	0|1|0	0|1|0	0	0	0
0	223	332	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	222	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	223	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	167	166	15	10	15	1|0|0	0|1|0	0|1|0	0	10	0
0	334	332	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
2655	77	0	16	0	0	0|1|0	0|1|0	0|1|0	0	0	0
0	78	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	125	124	0	10	11	0|0|0	0|0|0	0|0|0	0	0	0
0	251	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	250	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	251	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
866	279	124	15	12	15	0|0|0	0|0|0	0|0|0	0	0	0
1058	0	249	14	14	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	0	12	15	0	0|1|0	0|1|0	1|1|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	166	8	14	11	0|1|0	0|1|0	0|1|0	0	0	0
0	0	332	0	13	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	12	0	0|1|0	0|1|0	1|1|0	0	0	0
0	140	111	15	0	15	1|0|0	0|1|0	0|1|0	35	10	0
0	0	221	9	14	0	0|0|0	0|0|0	0|0|0	0	0	0
2232	0	0	16	15	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	124	0	14	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	249	0	13	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
866	186	166	15	11	15	0|0|0	0|0|0	0|0|0	0	0	0
1058	0	332	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	221	0	12	0	0	0|1|0	0|1|0	1|1|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	279	111	8	0	11	0|1|0	0|1|0	0|1|0	0	0	0
0	0	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	186	0	0	0	0	0|1|0	0|1|0	1|1|0	0	0	0
0	221	124	15	0	15	1|0|0	0|1|0	0|1|0	0	10	0
0	0	249	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
2232	279	0	16	0	0	0|1|0	0|1|0	1|1|0	0	0	0
0	186	166	0	0	11	0|1|0	0|1|0	0|1|0	0	0	0
0	0	332	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	221	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	84	111	15	13	15	0|0|0	0|0|0	0|0|0	0	0	0
1058	168	221	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	333	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	78	0	10	12	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	63	124	8	13	11	0|0|0	0|0|0	0|0|0	0	0	0
0	126	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	250	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	251	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	56	124	15	13	15	1|0|0	0|1|0	0|1|0	0	10	0
0	113	249	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
2232	222	0	16	0	0	0|1|0	0|1|0	0|1|0	0	0	0
0	223	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	84	111	0	13	11	0|0|0	0|0|0	0|0|0	0	0	0
0	168	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	333	0	0	0	0	0|1|0	0|1|0	1|1|0	0	0	0
0	78	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
866	63	111	15	10	15	0|1|0	0|1|0	0|1|0	0	0	0
1058	126	221	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	250	0	12	0	0	0|1|0	0|1|0	1|1|0	0	0	0
226	251	0	10	9	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	56	124	8	10	11	0|1|0	0|1|0	0|1|0	0	0	0
0	113	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	222	0	0	0	0	0|1|0	0|1|0	1|1|0	0	0	0
0	223	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
866	84	166	15	10	15	0|1|0	0|1|0	0|1|0	0	0	0
1058	168	332	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	333	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	78	0	10	9	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	63	111	8	10	11	0|0|0	0|0|0	0|0|0	0	0	0
0	126	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	250	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	251	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
866	418	124	15	15	15	0|0|0	0|0|0	0|0|0	0	0	0
1058	0	249	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	0	12	0	0	0|1|0	0|1|0	1|1|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	166	8	0	11	0|1|0	0|1|0	0|1|0	0	0	0
0	0	332	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	0	0	0|1|0	0|1|0	1|1|0	0	0	0
0	209	111	15	0	15	1|0|0	0|1|0	0|1|0	26	10	0
0	0	221	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
136	0	0	16	0	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	124	0	0	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	0	0	0|1|0	0|1|0	1|1|0	0	0	0
866	279	166	15	11	15	0|1|0	0|1|0	0|1|0	0	0	0
1058	0	332	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	76	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	162	111	8	0	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	23	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	76	124	15	0	15	1|0|0	0|1|0	0|1|0	0	10	0
0	0	249	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
136	162	0	16	0	0	0|1|0	0|1|0	0|1|0	0	0	0
0	23	166	0	0	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	332	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	76	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	84	111	15	13	15	0|0|0	0|0|0	0|0|0	0	0	0
1058	168	221	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	333	0	12	0	0	0|1|0	0|1|0	1|1|0	0	0	0
226	78	0	10	12	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	63	124	8	13	11	0|1|0	0|1|0	0|1|0	0	0	0
0	126	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	250	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	251	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	56	166	15	13	15	1|0|0	0|1|0	0|1|0	0	10	0
0	113	332	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
136	222	0	16	0	0	0|1|0	0|1|0	0|1|0	0	0	0
0	223	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	84	111	0	13	11	0|0|0	0|0|0	0|0|0	0	0	0
0	168	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	333	0	0	0	0	0|1|0	0|1|0	1|1|0	0	0	0
0	78	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
866	63	124	15	10	15	0|1|0	0|1|0	0|1|0	0	0	0
1058	126	249	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	250	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	251	0	10	9	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	56	166	8	10	11	0|0|0	0|0|0	0|0|0	0	0	0
0	113	332	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	222	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	223	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	84	166	15	10	15	1|0|0	0|1|0	0|1|0	0	10	0
0	168	332	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
136	333	0	16	0	0	0|1|0	0|1|0	0|1|0	0	0	0
0	78	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	63	124	0	10	11	0|0|0	0|0|0	0|0|0	0	0	0
0	126	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	250	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	251	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
866	296	124	15	15	15	0|0|0	0|0|0	0|0|0	0	0	0
1058	0	249	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	96	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	187	166	8	0	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	332	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	40	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	148	111	15	0	15	1|0|0	0|1|0	0|1|0	28	10	0
0	0	221	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
236	176	0	16	0	0	0|1|0	0|1|0	1|1|0	0	0	0
0	221	124	0	0	11	0|1|0	0|1|0	0|1|0	0	0	0
0	0	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	148	0	0	0	0	0|1|0	0|1|0	1|1|0	0	0	0
866	105	166	15	16	15	0|1|0	0|1|0	0|1|0	0	8	0
1058	93	332	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	0	12	0	0	0|1|0	1|1|0	0|1|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	111	8	0	11	0|1|0	0|0|0	0|1|0	0	0	0
0	0	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	124	15	16	15	1|0|0	0|1|0	0|1|0	0	8	0
0	83	249	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
886	74	0	16	0	0	0|1|0	0|1|0	0|1|0	0	0	0
0	66	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	166	0	0	11	0|1|0	0|0|0	0|1|0	0	0	0
0	0	332	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
98	83	111	15	16	15	0|1|0	0|1|0	0|1|0	0	0	0
1058	74	221	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	66	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	59	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	124	8	0	11	0|1|0	0|0|0	0|1|0	0	0	0
0	0	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	78	124	15	16	15	1|0|0	0|1|0	0|1|0	0	8	0
0	70	249	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
886	0	0	16	0	0	0|1|0	1|1|0	1|1|0	0	0	0
0	0	111	0	0	11	0|1|0	0|0|0	0|1|0	0	0	0
0	0	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	0	0	0|1|0	0|0|0	1|1|0	0	0	0
98	0	111	15	16	15	0|1|0	0|1|0	0|1|0	0	0	0
1058	62	221	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	0	12	0	0	0|1|0	1|1|0	0|1|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	124	8	0	11	0|1|0	0|0|0	0|1|0	0	0	0
0	0	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	0	166	15	16	15	0|1|0	0|1|0	0|1|0	0	0	0
1058	55	332	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	49	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	44	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	111	8	0	11	0|1|0	0|0|0	0|1|0	0	0	0
0	0	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	166	124	15	12	15	0|1|0	0|1|0	0|1|0	0	0	0
1058	332	249	14	14	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	0	12	15	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	166	8	14	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	332	0	13	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	83	111	15	0	15	1|0|0	0|1|0	0|1|0	42	10	0
0	166	221	9	14	0	0|0|0	0|0|0	0|0|0	0	0	0
2655	0	0	16	15	0	0|1|0	0|1|0	1|1|0	0	0	0
0	0	124	0	14	11	0|1|0	0|1|0	0|1|0	0	0	0
0	0	249	0	13	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	12	0	0|1|0	0|1|0	1|1|0	0	0	0
866	221	166	15	11	15	0|1|0	0|1|0	0|1|0	0	0	0
1058	0	332	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	279	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	76	111	8	0	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	221	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	279	124	15	0	15	1|0|0	0|1|0	0|1|0	0	10	0
0	0	249	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
2655	76	0	16	0	0	0|1|0	0|1|0	0|1|0	0	0	0
0	221	166	0	0	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	332	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	279	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	167	111	15	13	15	0|0|0	0|0|0	0|0|0	0	0	0
1058	334	221	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	77	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	78	0	10	12	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	125	124	8	13	11	0|0|0	0|0|0	0|0|0	0	0	0
0	251	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	250	0	0	0	0	0|1|0	0|1|0	1|1|0	0	0	0
0	251	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	112	166	15	13	15	1|0|0	0|1|0	0|1|0	0	10	0
0	223	332	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
2655	222	0	16	0	0	0|1|0	0|1|0	1|1|0	0	0	0
0	223	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	167	111	0	13	11	0|1|0	0|1|0	0|1|0	0	0	0
0	334	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	77	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	78	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
866	125	124	15	10	15	0|0|0	0|0|0	0|0|0	0	0	0
1058	251	249	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	250	0	12	0	0	0|1|0	0|1|0	1|1|0	0	0	0
226	251	0	10	9	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	112	166	8	10	11	0|1|0	0|1|0	0|1|0	0	0	0
0	223	332	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	222	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	223	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	167	166	15	10	15	1|0|0	0|1|0	0|1|0	0	10	0
0	334	332	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
2655	77	0	16	0	0	0|1|0	0|1|0	0|1|0	0	0	0
0	78	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	125	124	0	10	11	0|0|0	0|0|0	0|0|0	0	0	0
0	251	249	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	250	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	251	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
866	279	124	15	12	15	0|0|0	0|0|0	0|0|0	0	0	0
1058	0	249	14	14	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	0	12	15	0	0|1|0	0|1|0	1|1|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	166	8	14	11	0|1|0	0|1|0	0|1|0	0	0	0
0	0	332	0	13	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	12	0	0|1|0	0|1|0	1|1|0	0	0	0
0	140	111	15	0	15	1|0|0	0|1|0	0|1|0	35	10	0
0	0	221	9	14	0	0|0|0	0|0|0	0|0|0	0	0	0
2232	0	0	16	15	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	124	0	14	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	249	0	13	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
866	186	166	15	11	15	0|0|0	0|0|0	0|0|0	0	0	0
1058	0	332	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	221	0	12	0	0	0|1|0	0|1|0	1|1|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
