start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
89.04696780045352,89.18628752834468,74,61,1,1,1,1,1,1,1,1,1,1,1,1
89.04696780045352,89.2095074829932,62,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88.84959818594105,89.00052789115647,66,55,1,1,1,1,1,1,1,1,1,1,1,1,1
88.50129886621316,88.72188843537415,71,52,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87.14164761904762,87.32740725623583,66,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86.81656825396826,87.01393786848072,71,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86.51470884353742,86.68885850340136,56,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86.30572925170068,86.47987891156463,66,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86.30572925170068,86.4566589569161,54,70,1,1,1,1,1,1,1,1,1,1,1,1,1
85.98064988662132,86.21284943310658,71,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85.66718049886622,85.87616009070295,74,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85.66718049886622,85.89938004535148,62,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85.45820090702948,85.6091306122449,66,71,1,1,1,1,1,1,1,1,1,1,1,1,1
85.45820090702948,85.6091306122449,54,33,1,1,1,1,1,1,1,1,1,1,1,1,1
85.14344761904762,85.38725714285714,71,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84.60938866213152,84.81836825396826,66,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84.29591927437642,84.43523900226758,71,50,1,1,1,1,1,1,1,1,1,1,1,1
83.99405986394558,84.20303945578232,78,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83.98244988662131,84.12176961451247,66,48,1,0,0,1,1,1,1,1,1,1,1,1
83.77347029478457,83.98244988662131,66,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83.43678095238096,83.6109306122449,71,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83.14524761904761,83.36583718820862,62,53,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83.13363764172335,83.34261723356009,55,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82.59957868480726,82.78533832199545,71,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81.54307074829931,81.71722040816326,47,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81.53146077097506,81.74044036281178,71,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81.23992743764173,81.53146077097506,71,42,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81.23992743764173,81.42568707482994,64,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80.91484807256236,81.10060770975058,61,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80.91484807256236,81.05416780045353,49,46,1,1,1,1,1,1,1,1,1,1,1,1
80.60137868480726,80.83357823129252,64,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80.60137868480726,80.78713832199547,49,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80.04409977324264,80.25307936507937,59,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79.75385034013605,80.04409977324264,59,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79.75385034013605,79.95121995464854,47,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79.75385034013605,79.99765986394559,40,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78.6844485260771,78.82376825396825,66,66,1,1,1,1,1,1,1,1,1,1,1,1
78.370979138322,78.54512879818594,71,57,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
77.8369201814059,78.150389569161,66,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77.53506077097506,77.75565034013606,59,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76.9997179138322,77.19708752834467,66,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76.6862485260771,76.82556825396826,71,65,1,1,1,1,1,1,1,1,1,1,1,1
76.6862485260771,76.91844807256236,59,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76.67463854875284,76.86039818594104,50,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76.38438911564626,76.6862485260771,59,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76.38438911564626,76.52370884353742,43,41,1,1,1,1,1,1,1,1,1,1,1,1
76.372779138322,76.52370884353742,62,56,1,1,1,1,1,1,1,1,1,1,1,1,1
76.372779138322,76.65141859410431,55,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76.372779138322,76.66302857142857,50,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75.85033015873016,76.04769977324263,71,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75.83872018140589,76.0244798185941,59,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75.5252507936508,75.69940045351474,74,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75.3149873015873,75.46591700680271,66,56,1,1,1,1,1,1,1,1,1,1,1,1,1
75.0015179138322,75.16405759637188,71,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74.6880485260771,74.93185804988661,59,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74.6880485260771,75.43108707482993,47,51,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74.4674589569161,74.61838866213152,66,63,1,1,1,1,1,1,1,1,1,1,1,1,1
73.6199306122449,73.81730022675737,66,55,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73.30517732426303,73.44449705215419,71,61,1,1,1,1,1,1,1,1,1,1,1,1
73.29356734693877,73.49093696145124,59,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73.00331791383219,73.30517732426303,71,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72.99170793650794,73.29356734693877,59,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72.7827283446712,72.92204807256235,66,73,1,1,1,1,1,1,1,1,1,1,1,1
72.4692589569161,72.68984852607709,71,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72.14417959183673,72.376379138322,74,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71.92359002267573,72.08612970521541,66,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71.62173061224489,71.83071020408163,71,64,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71.31858730158731,71.48112698412699,74,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71.30697732426304,71.46951700680273,62,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71.09799773242631,71.30697732426304,66,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70.77291836734695,70.95867800453516,71,65,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70.44783900226759,70.62198866213153,74,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70.23885941043085,70.40139909297052,66,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69.92539002267574,70.07631972789116,71,52,1,1,1,1,1,1,1,1,1,1,1,1,1
69.61192063492064,69.77446031746032,74,68,0,1,1,1,1,1,1,1,1,1,1,1,1,1
68.76310839002268,68.9140380952381,74,61,1,1,1,1,1,1,1,1,1,1,1,1,1
67.70660045351474,67.89236009070295,71,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67.5079469387755,67.64855056689343,73,69,0,1,1,1,1,1,1,1,1,1,1,1,1
67.31057732426304,67.49633696145125,74,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66.76490839002267,66.90422811791383,74,77,1,1,1,1,1,1,1,1,1,1,1,1
66.45143900226758,66.602368707483,74,67,1,1,1,1,1,1,1,1,1,1,1,1,1
65.2311074829932,65.5923006802721,78,58,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63.90757006802721,64.15137959183673,71,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63.582490702947844,63.90757006802721,71,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63.372227210884354,63.582490702947844,71,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62.10673968253968,62.338939229024945,71,60,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1
61.897760090702945,62.10673968253968,71,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61.88615011337868,62.10673968253968,74,53,1,1,1,1,-8,-8,-8,1,1,1,1,1,1,1,1,1,1,1,1
61.688780498866215,61.897760090702945,71,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60.32912925170068,60.50327891156462,74,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59.99243990929705,60.22463945578231,71,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58.83015827664399,59.004307936507935,69,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58.51668888888889,58.83015827664399,69,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58.307709297052156,58.51668888888889,69,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57.145427664399094,57.3311873015873,71,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56.83195827664399,57.145427664399094,71,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56.62297868480726,56.83195827664399,71,59,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
55.87994013605442,56.112139682539684,71,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55.460697052154195,55.624520634920636,71,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55.1472276643991,55.460697052154195,71,53,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1
54.9266380952381,55.1472276643991,71,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54.311309297052155,54.49706893424037,59,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54.00944988662132,54.218429478458056,62,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53.8585201814059,54.00944988662132,62,81,1,1,1,1,1,1,1,1,1,1,1,1,1
53.56698684807256,53.74242040816327,66,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53.36961723356009,53.57859682539682,59,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53.03292789115646,53.334787301587305,62,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52.731068480725625,52.998097959183674,64,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51.97641995464853,52.18539954648526,69,58,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51.75583038548753,52.06929977324263,57,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
51.55717687074829,51.75583038548753,57,56,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
50.593548752834465,50.74447845804988,62,68,1,1,1,1,1,1,1,1,1,1,1,1,1
50.38456916099773,50.535498866213146,59,74,0,0,0,0,1,1,1,1,1,1,1,1,1
50.07109977324263,50.38456916099773,59,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
49.86212018140589,50.07109977324263,59,66,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
49.15262766439909,49.349997278911566,59,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48.37475918367347,48.67661859410431,59,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
48.16577959183674,48.37475918367347,59,79,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,1
47.10798775510204,47.42145714285714,66,61,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
46.79451836734694,46.94544807256236,54,68,0,0,1,1,1,1,1,1,1,1,1,1,1
46.70163854875283,46.991887981859406,62,54,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
46.376559183673464,46.597148752834464,59,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45.946990022675735,46.26045941043084,52,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45.527746938775515,45.71479047619047,50,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45.423257142857146,45.574186848072564,57,66,0,0,0,0,1,1,1,1,1,1,1,1,1
45.21427755102041,45.423257142857146,57,80,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45.20266757369615,45.37681723356009,69,29,2,1,1,1,1,2,-2,-2,1,1,1,1,1,1,1
44.99368798185941,45.21427755102041,57,64,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
44.79631836734694,44.95885804988662,69,39,1,1,1,1,1,1,1,1,0,1,1,1,1,1
44.79631836734694,44.99368798185941,57,71,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44.25064943310658,44.587338775510204,50,91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44.14615963718821,44.29708934240363,59,81,1,1,1,1,1,1,1,1,1,1,1,1,1
43.83269024943311,44.03005986394558,62,95,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2
43.63403673469388,43.85591020408163,59,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
43.51793696145125,43.70369659863945,71,29,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
43.32056734693877,43.63403673469388,59,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43.11158775510204,43.30895736961451,71,49,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43.099977777777774,43.32056734693877,59,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42.565918820861675,42.890998185941044,43,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
42.34532925170068,42.565918820861675,59,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42.14795963718821,42.356939229024945,47,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41.93898004535147,42.14795963718821,59,79,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41.82288027210884,42.00863990929705,71,30,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
41.71839047619048,41.93898004535147,59,66,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
41.51973696145125,41.71839047619048,59,74,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41.40363718820862,41.601006802721095,71,36,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
41.29914739229025,41.51973696145125,59,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
40.68381859410431,40.89279818594105,59,69,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.46322902494332,40.64898866213152,61,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.25424943310658,40.451619047619054,62,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2
39.184847619047616,39.33577732426304,64,55,1,1,1,1,1,1,1,1,1,1,1,1,1
38.77849841269841,39.184847619047616,64,53,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38.38375918367347,38.523078911564625,66,72,1,1,1,1,1,1,1,1,1,1,1,1
38.17477959183673,38.38375918367347,66,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36.86156825396825,37.11698775510204,71,66,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36.24623945578231,36.43199909297052,71,76,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
35.71089659863946,35.897940136054416,62,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35.18844761904762,35.39742721088435,71,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34.549898866213155,34.712438548752836,71,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32.85355827664399,33.02770793650794,71,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31.78544036281179,31.93637006802721,69,53,1,1,1,1,1,0,0,0,0,0,1,1,1
31.168827664399092,31.31975736961451,69,67,1,1,1,1,1,1,1,1,1,1,1,1,1
30.123929705215417,30.414179138321995,71,64,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
29.47248707482993,29.704686621315194,71,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28.845548299319727,29.066137868480727,62,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
