0	0	231.31313131313132	15.0
0	0	279.2929292929293	14.5
0	0	291.9191919191919	13.0
0	0	301.010101010101	12.0
0	0	310.10101010101016	10.0
0	0	319.1919191919192	9.0
0	0	328.2828282828283	7.0
1	1	353.95548404397965	15.0
1	1	440.40404040404053	14.0
1	1	1140.6878704399367	13.0
1	1	1820.707070707071	5.0
1	2	1675.340141703332	12.0
3	3	1959.4155007148047	15.0
4	4	1639.843191117979	15.0
4	4	2821.7171717171723	13.0
5	5	1071.2121212121212	15.0
5	5	1130.808080808081	12.0
5	5	2370.936390936391	7.0
6	6	1757.2124514903808	15.0
6	7	3256.3305518957695	7.5
7	7	780.767541637107	15.0
7	7	2296.2190714484295	13.0
8	8	206.0606060606061	15.0
8	8	234.34343434343435	15.0
8	8	1102.0278158469114	14.0
8	8	3509.090909090909	8.0
8	9	2736.274982755921	8.0
9	9	340.7230196703881	15.0
9	9	1185.9302242280964	15.0
9	9	1530.3030303030305	7.0
10	10	603.9452495974235	15.0
10	10	1817.717442885228	14.0
10	10	2959.090909090909	9.0
11	11	717.1717171717172	15.0
11	11	2235.1025785808392	10.0
11	12	772.2222222222224	13.0
12	12	457.4700493305145	15.0
12	12	2438.7598933053478	11.0
13	13	867.7957738302567	15.0
13	13	2746.8569187015787	11.0
14	14	1576.319464743902	15.0
15	15	1227.5755365470905	15.0
16	16	1444.9371010720704	15.0
16	16	3220.7070707070707	6.0
17	17	340.159767610748	15.0
17	17	513.1313131313132	14.0
17	17	1909.192235838004	14.0
17	18	2967.6767676767677	6.5
18	18	1761.9209334726577	15.0
19	19	1517.2001399274127	15.0
19	19	2970.2020202020203	5.0
20	20	348.3131973328052	15.0
20	20	526.7676767676767	12.5
20	20	546.4646464646465	7.0
20	21	1765.909090909091	7.0
21	21	936.3664500154752	15.0
21	21	2705.0505050505053	6.0
22	22	2148.737373737374	15.0
22	22	2942.424242424243	6.0
22	22	3182.323232323232	5.0
23	23	1973.062330623306	13.0
23	24	473.989898989899	15.0
23	24	520.8754208754209	13.333333333333334
24	24	1398.8379368910346	12.0
24	25	2558.350228421594	11.5
25	25	1002.2438121674762	15.0
26	26	471.71717171717177	15.0
26	26	522.7272727272727	13.0
26	26	2102.4621212121215	9.0
27	27	1613.2895910673687	15.0
28	28	1526.7236119585114	15.0
29	29	1771.0010319917437	15.0
30	30	854.3108247832657	15.0
30	30	1515.1515151515152	9.0
30	30	2321.2121212121215	5.0
31	31	466.66666666666674	15.0
31	31	518.6868686868687	13.0
31	31	1933.4674873737374	12.0
32	32	1679.6836287402327	15.0
33	33	1823.53404171586	15.0
34	34	1045.3479518806153	15.0
34	34	1565.1515151515152	7.0
34	34	2670.195101701951	7.0
35	35	1877.9679916043556	10.0
35	36	477.02020202020196	15.0
35	36	528.6868686868687	11.6
36	36	1497.7057395662048	6.0
36	36	2682.3232323232323	5.0
37	37	1307.0789192740413	15.0
37	37	2481.247963506029	10.0
38	38	1616.8959868959869	15.0
39	39	1034.7675651543054	15.0
39	39	2591.2096168294515	12.0
39	39	2945.4545454545455	5.0
40	41	1461.6161616161617	15.0
40	41	1535.3535353535356	11.0
41	41	2684.8484848484854	7.0
42	42	1048.1634527089072	15.0
42	42	1894.5471911087957	13.0
43	43	1241.0639239106392	15.0
43	43	2486.868686868687	5.0
43	44	2186.3323756347013	9.5
44	44	996.1998627047171	15.0
45	45	593.2227300942385	15.0
45	46	1295.2331413632678	14.0
45	46	2666.7637917637917	7.0
